Sentence,Sentiment,entities
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",positive,"[('Finnish', 'NORP'), ('Ponsse Oyj', 'PERSON'), ('October 5 , 2007', 'DATE'), ('67', 'CARDINAL'), ('44', 'CARDINAL'), ('Brazilian', 'NORP'), ('Bahia Pulp', 'PERSON'), ('Uruguayan', 'NORP')]"
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 .",neutral,"[('Finnish', 'NORP'), ('Software Plc', 'PERSON'), ('Thursday', 'DATE'), ('23 October', 'DATE'), ('000', 'CARDINAL'), ('EUR1', 'ORG'), ('the third quarter 2008', 'DATE')]"
"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",positive,"[('nine-month', 'DATE'), ('26.6 %', 'PERCENT'), ('3.4 %', 'PERCENT'), ('2006', 'DATE')]"
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,"[('January-March 2010', 'DATE'), ('14.00', 'CARDINAL'), ('EET', 'ORG')]"
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,"[('Finnish', 'NORP'), ('Kemira', 'ORG'), ('EUR', 'ORG'), ('January-June 2009', 'DATE'), ('EUR', 'ORG'), ('1,425.1', 'CARDINAL'), ('January-June 2008', 'DATE')]"
"$ZSL looking very weak, could be a good short setup.",negative,"[('ZSL', 'MONEY')]"
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral,"[('RME', 'ORG'), ('Telcontar', 'ORG')]"
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly .,neutral,[]
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT",positive,"[('AP', 'ORG'), ('Caterpillar', 'ORG'), ('60 percent', 'PERCENT'), ('4Q', 'CARDINAL'), ('CAT', 'ORG')]"
Insurance policies should be simple .,neutral,[]
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,"[('Nokia', 'ORG'), ('Capcom', 'ORG'), ('N-Gage', 'ORG'), ('later this year', 'DATE')]"
"The steelmaker said that the drop in profit was explained by the continuing economic uncertainty , mixed with the current drought in bank lending , resulting in a decline in demand for its products as customers find it increasingly difficult to fund operations .",negative,[]
$SPY weak close,negative,"[('SPY', 'MONEY')]"
Compass Group says positive for year ahead,positive,"[('Compass Group', 'ORG'), ('year ahead', 'DATE')]"
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,"[('UPM-Kymmene', 'ORG')]"
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive,"[('EPS', 'ORG'), ('EUR', 'ORG'), ('2.26', 'CARDINAL')]"
"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",neutral,"[('Janno Reiljan', 'PERSON'), ('Narva Power Grid', 'ORG')]"
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral,"[('up to 8', 'CARDINAL'), ('BTT-1023', 'GPE'), ('RA', 'ORG')]"
"In a media advisory , the NTSB said that after subsequent testing , `` the train detection system intermittently failed . ''",neutral,"[('NTSB', 'ORG')]"
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral,"[(""Honka Japan 's"", 'ORG'), ('Marko Saarelainen', 'PERSON'), ('Honkarakenne', 'GPE'), ('about 200', 'CARDINAL'), ('Japan', 'GPE')]"
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral,"[('Amanda Capital', 'ORG')]"
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,neutral,"[('Finnish', 'NORP'), ('daily', 'DATE'), ('Kauppalehti', 'PERSON'), ('Finnish', 'NORP'), ('Rautaruukki', 'ORG'), ('Aker', 'ORG')]"
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",neutral,"[('Tornio Works', 'PERSON'), ('2,300', 'CARDINAL'), ('more than 1,800', 'CARDINAL'), ('April-October', 'DATE')]"
The result before taxes was a loss of 25.0 million euros .,neutral,"[('25.0 million', 'CARDINAL')]"
BHP Billiton drags FTSE lower after slashing dividend,negative,"[('BHP Billiton', 'ORG'), ('FTSE', 'ORG')]"
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",neutral,"[('Alma Media', 'PERSON'), ('70 %', 'PERCENT')]"
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,"[('OneWorld', 'ORG'), ('American Airlines', 'ORG'), ('British Airways', 'ORG')]"
"Many of the commercial vessels had got stuck in the narrow Bay of Bothnia , where the ice is thicker , and around the Aaland islands .",neutral,"[('Bay of Bothnia', 'LOC'), ('Aaland', 'GPE')]"
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,"[('Relacom', 'ORG'), ('Finland', 'GPE')]"
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,"[('Ponsse', 'NORP'), ('2010', 'DATE'), ('the previous year', 'DATE')]"
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,"[('Anne Pirila', 'PERSON'), ('Financial', 'ORG'), ('Ahlstrom', 'PERSON')]"
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,"[('February 2011 - Finnish', 'DATE'), ('Marimekko Oyj HEL', 'PERSON'), ('MMO1V', 'ORG'), ('today', 'DATE'), ('EUR8 .2 m', 'LAW'), ('2010', 'DATE'), ('EUR6', 'NORP'), ('2009', 'DATE')]"
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive,"[('the end of 2005', 'DATE'), ('2006', 'DATE')]"
volatility squeeze in $AAPL. I hope it gets resolved to the upside,neutral,"[('AAPL', 'PERSON')]"
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,"[('second', 'ORDINAL'), ('June 30', 'DATE'), ('128.7 million', 'CARDINAL'), ('U.S.', 'GPE'), ('$ 163 million', 'MONEY'), ('3.3-percent', 'PERCENT'), ('124.6 million', 'CARDINAL'), ('quarter last year', 'DATE')]"
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral,"[('90.2', 'CARDINAL'), ('94.4', 'CARDINAL'), ('the Warsaw Stock Exchange', 'ORG')]"
"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",neutral,"[('North-Rhine', 'GPE'), ('5 year', 'DATE'), ('Euros', 'GPE')]"
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations .",neutral,"[('F-Secure', 'ORG'), ('The first half of 2008', 'DATE')]"
$YELP wayyy overvalued right now IMO. Should be trading single digits. May take a short pos. into earnings. Near term target 18 ......,negative,"[('18', 'CARDINAL')]"
"As a domestic business , Best-In is already close to Finnish dog owners .",positive,"[('Finnish', 'NORP')]"
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,"[('Aalto University', 'ORG'), ('Helsinki', 'GPE'), ('Tampere', 'GPE'), ('Turku', 'GPE'), ('Eastern Finland', 'LOC'), ('Jyv+ñskyl+ñ', 'GPE'), ('Oulu', 'PERSON'), ('Vaasa', 'ORG')]"
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur .",neutral,"[('Neste Oil', 'PERSON'), ('yesterday', 'DATE'), ('0.49', 'CARDINAL'), ('22.72', 'CARDINAL'), ('Fortum', 'ORG'), ('1.14', 'CARDINAL'), ('20.76', 'CARDINAL')]"
@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,negative,"[('@scottrade', 'PERSON')]"
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,"[('Finnish', 'NORP')]"
The webcast may be followed online on the company website at www.ruukki.com/investors .,neutral,[]
YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .,positive,"[('YIT', 'ORG'), ('Central', 'ORG'), ('Eastern European', 'NORP')]"
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral,[]
"It s an area that is highly valued , because most of the land there has already been built on .",neutral,[]
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive,"[('Rostelecom', 'PRODUCT')]"
QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral,"[('Microsoft', 'ORG'), ('Windows 7', 'LOC')]"
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral,[]
It will use the proceeds from the transaction to achieve its target .,neutral,[]
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,positive,"[('this Ascending Triangle', 'LAW'), ('30-minute', 'TIME')]"
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative,"[('EUR 4.0', 'PRODUCT'), ('EUR 4.9', 'ORG')]"
"`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE , '' said Juergen Walter , Head of Converged Core , Nokia Siemens Networks .",positive,"[('Fujitsu', 'ORG'), ('NTT DoCoMo', 'ORG'), ('LTE', 'ORG'), ('Juergen Walter', 'PERSON'), ('Nokia Siemens Networks', 'ORG')]"
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",neutral,"[('5 September 2008', 'DATE'), ('Nokia', 'ORG'), ('American Depositary', 'ORG'), ('8 %', 'PERCENT')]"
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral,[]
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers .,neutral,[]
"Rory Fitzgerald , general manager , operations , Bristol Port , said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing , plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . ''",positive,"[('Rory Fitzgerald', 'PERSON'), ('Bristol Port', 'ORG'), ('up to', 'CARDINAL'), ('30 per cent', 'MONEY'), ('an extra 15 to 30', 'CARDINAL')]"
Kingfisher takeover of Mr Bricolage could hit a brick wall,negative,"[('Mr Bricolage', 'ORG')]"
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative,"[('Finnish', 'NORP'), ('Fiskars Oyj Abp', 'PERSON'), ('HEL', 'ORG'), ('FISAS', 'ORG'), ('today', 'DATE'), ('EUR 12.9 million', 'MONEY'), ('the first quarter of 2010', 'DATE'), ('EUR 17 million', 'MONEY')]"
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",neutral,"[('$ 19 million', 'MONEY'), ('6.06', 'MONEY'), ('Friday', 'DATE'), ('11.33', 'MONEY'), ('10.14', 'MONEY')]"
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,"[('Slovakia', 'ORG'), ('Statistics Office', 'ORG'), ('E36 .4 million', 'EVENT'), ('Finland', 'GPE'), ('between January and October 2010', 'DATE'), ('0.1 percent', 'PERCENT'), ('Slovakia', 'ORG')]"
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral,"[('Niam', 'PERSON')]"
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,positive,"[('AVGO', 'MONEY')]"
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,"[('SKF', 'ORG'), ('April 2010 - Alandsbanken', 'DATE'), ('Swedish', 'NORP'), ('SKF AB', 'ORG'), ('STO', 'ORG'), ('SEK150', 'ORG')]"
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,"[('99,483', 'CARDINAL'), ('Elisa', 'PERSON'), ('10,435,023', 'CARDINAL')]"
The deal is subject to approval by the Norwegian competition authorities .,neutral,"[('Norwegian', 'NORP')]"
Fortum had intended to spend as much as ( EURO ) 2.7 bn to become the sole owner of TGK-10 .,neutral,"[('2.7', 'CARDINAL')]"
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",neutral,"[('EUR 30.6 million', 'MONEY'), ('EUR 38.3 million', 'MONEY'), ('today', 'DATE')]"
The solutions will be used for upgrading the networks of a Russian MSO in 37 different cities in Russia .,positive,"[('Russian', 'NORP'), ('37', 'CARDINAL'), ('Russia', 'GPE')]"
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive,[]
He confirmed his view on July 6 .,neutral,"[('July 6', 'DATE')]"
Glencore blames rivals for creating metals glut,negative,[]
Estonia 's beer market overall grew three percent last year to 130 million liters .,positive,"[('Estonia', 'GPE'), ('three percent', 'PERCENT'), ('last year', 'DATE'), ('130 million', 'CARDINAL')]"
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees .",neutral,"[('1 January 2007', 'DATE'), ('47', 'CARDINAL'), ('Elisa', 'PERSON'), ('Daxtum', 'ORG')]"
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral,"[('LLC', 'ORG'), ('U.S.', 'GPE'), ('Finnish', 'NORP')]"
The company will also be compensated for acting as a reserve batch plant .,positive,[]
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,positive,"[('today', 'DATE'), ('about $NOK', 'MONEY')]"
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,"[('Cerberus Capital Management LP', 'ORG'), ('NewPage Corp.', 'ORG'), ('second-quarter', 'DATE')]"
$INO back in this am small post,positive,"[('INO', 'MONEY')]"
"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .",neutral,"[('one', 'CARDINAL')]"
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",positive,"[('Dover', 'GPE'), ('Calais', 'PERSON'), ('Rauma', 'PERSON'), ('Timo Suistio', 'PERSON')]"
